"lat_grid","lon_grid","sstmean","sstsd","year","month"
8,60,27.0756875,0.407652157784099,2014,1
8,62,27.47503125,0.278473444560512,2014,1
8,64,27.3686875,0.30832722645175,2014,1
8,66,27.56834375,0.34215480663926,2014,1
8,68,28.10575,0.205372522543482,2014,1
8,70,28.4405625,0.183461502817002,2014,1
8,72,28.39659375,0.261294379916963,2014,1
8,74,28.297,0.243379186808216,2014,1
8,76,27.9575416666667,0.595800738441583,2014,1
8,78,26.6264150943396,0.506821370214636,2014,1
8,80,26.6285,0.502925005566923,2014,1
8,82,27.27453125,0.428800133586141,2014,1
8,84,27.771671875,0.0595632396188195,2014,1
8,86,27.86409375,0.0886524054492349,2014,1
10,42,26.2464736842105,0.393812613141079,2014,1
10,44,26.1313888888889,0.292510758819496,2014,1
10,46,25.754475,0.343910840227,2014,1
10,48,25.4762083333333,0.173581700890555,2014,1
10,50,25.7245813953488,0.322406371241411,2014,1
10,52,25.671625,0.19932071149719,2014,1
10,54,25.3861875,0.157424900210701,2014,1
10,56,25.478609375,0.290613342486798,2014,1
10,58,25.960703125,0.175601702968159,2014,1
10,60,25.930296875,0.179288778293081,2014,1
10,62,26.350453125,0.314345070208971,2014,1
10,64,26.523859375,0.247422000997043,2014,1
10,66,26.61509375,0.299459392204294,2014,1
10,68,27.3546875,0.303710277303358,2014,1
10,70,27.856640625,0.373682760249305,2014,1
10,72,28.1300625,0.435299636812993,2014,1
10,74,28.4264827586207,0.376299444096512,2014,1
10,76,28.9988333333333,0.510773694180374,2014,1
10,78,26.4325333333333,0.569104668588762,2014,1
10,80,26.504921875,0.254760659835076,2014,1
10,82,27.264359375,0.274597909053849,2014,1
10,84,27.170203125,0.402499223293641,2014,1
10,86,27.2130625,0.281420582678024,2014,1
12,40,26.8036875,0.671877837978502,2014,1
12,42,25.6672857142857,0.384839357408326,2014,1
12,44,25.8507142857143,0.260394222786344,2014,1
12,46,25.5496,0.187290386536226,2014,1
12,48,25.53246875,0.0666297442397937,2014,1
12,50,25.36459375,0.141202513439341,2014,1
12,52,25.21971875,0.145701310988644,2014,1
12,54,24.849390625,0.362673433812367,2014,1
12,56,25.284,0.243434225659052,2014,1
12,58,25.570109375,0.121635040532395,2014,1
12,60,25.4394375,0.136116648737368,2014,1
12,62,25.72271875,0.262798762333705,2014,1
12,64,25.888578125,0.149616738377689,2014,1
12,66,26.27653125,0.184666492070572,2014,1
12,68,26.60759375,0.270808121537143,2014,1
12,70,26.995984375,0.153952115023595,2014,1
12,72,27.518359375,0.203105365351395,2014,1
12,74,28.3224193548387,0.360675826210883,2014,1
12,78,27.03,0.0353553390593279,2014,1
12,80,26.188671875,0.258514256441942,2014,1
12,82,26.23034375,0.253912447024498,2014,1
12,84,26.289453125,0.219255082993875,2014,1
12,86,26.7324375,0.0986969743301961,2014,1
14,38,26.87,0.172298191129991,2014,1
14,40,25.8486825396825,0.90777201247103,2014,1
14,42,25.4691034482759,0.341000978719541,2014,1
14,46,25.8105,0.00919238815542379,2014,1
14,48,25.5845,0.219948507960036,2014,1
14,50,25.2713255813953,0.227755896994403,2014,1
14,52,24.84815625,0.199408109779998,2014,1
14,54,24.534265625,0.230420680990606,2014,1
14,56,25.004546875,0.227101748379583,2014,1
14,58,25.262734375,0.102956184576063,2014,1
14,60,25.136640625,0.111581611841694,2014,1
14,62,25.22259375,0.152171344396886,2014,1
14,64,25.298140625,0.146640459475408,2014,1
14,66,25.5233125,0.281651584549715,2014,1
14,68,25.8905625,0.343162457477828,2014,1
14,70,26.7645625,0.199089504877532,2014,1
14,72,27.2953620689655,0.247758916370851,2014,1
14,74,27.8284444444444,0.178539289171257,2014,1
14,80,26.14284375,0.329270247415908,2014,1
14,82,26.129640625,0.0851738403814075,2014,1
14,84,26.250453125,0.161157216907925,2014,1
14,86,26.30628125,0.17267688161288,2014,1
-20,38,29.090125,0.142084921789752,2014,2
-20,40,28.99575,0.138745513297971,2014,2
-20,42,29.2636875,0.285471254772853,2014,2
-20,44,30.319,0.507973424501715,2014,2
-20,48,28.9432258064516,0.249240273588548,2014,2
-20,50,29.204953125,0.165096357596607,2014,2
-20,52,29.00659375,0.206911661140384,2014,2
-20,54,28.53378125,0.155828504508836,2014,2
-20,56,28.191984375,0.169725220711699,2014,2
-20,58,27.96075,0.250503176167172,2014,2
-20,60,28.035578125,0.176834852979198,2014,2
-20,62,28.1539375,0.156164125608234,2014,2
-20,64,28.372734375,0.227611423415971,2014,2
-20,66,28.395375,0.375024253183965,2014,2
-20,68,27.75778125,0.400419956876626,2014,2
-20,70,27.47103125,0.17760478407238,2014,2
-20,72,26.857140625,0.261128130513805,2014,2
-20,74,26.8935,0.263359673185394,2014,2
-20,76,27.51653125,0.25372112979874,2014,2
-20,78,27.55575,0.122537328293859,2014,2
-20,80,27.387453125,0.0906881854168795,2014,2
-20,82,27.231703125,0.314709474473541,2014,2
-20,84,27.167828125,0.220981113513716,2014,2
-20,86,26.8155625,0.137574364055086,2014,2
-18,38,29.0385,0.254269261104949,2014,2
-18,40,28.9894375,0.165178775203649,2014,2
-18,42,29.432421875,0.232736570525392,2014,2
-18,44,29.41805,0.476907965853724,2014,2
-18,48,28.9174666666667,0.448823520307205,2014,2
-18,50,29.38903125,0.187013535606383,2014,2
-18,52,29.25621875,0.218243454328286,2014,2
-18,54,28.740125,0.191204577550305,2014,2
-18,56,28.45640625,0.137463728982282,2014,2
-18,58,28.54040625,0.158580780951859,2014,2
-18,60,28.542125,0.115462286840941,2014,2
-18,62,28.597671875,0.127752992657458,2014,2
-18,64,28.690390625,0.18700764921012,2014,2
-18,66,28.87340625,0.0832923172870559,2014,2
-18,68,28.650296875,0.212336112689255,2014,2
-18,70,28.178078125,0.321165650018778,2014,2
-18,72,27.666953125,0.461842872671754,2014,2
-18,74,27.72290625,0.348327054796458,2014,2
-18,76,28.239859375,0.222676637015694,2014,2
-18,78,28.129921875,0.32024000447519,2014,2
-18,80,27.66484375,0.256220652597444,2014,2
-18,82,27.778796875,0.172766396983289,2014,2
-18,84,27.91128125,0.362756924550757,2014,2
-18,86,27.6879375,0.372766374772847,2014,2
-16,40,28.92786,0.24263149264778,2014,2
-16,42,29.14503125,0.210690849180906,2014,2
-16,44,29.3494516129032,0.176841660900769,2014,2
-16,46,29.207,0.231416487980202,2014,2
-16,48,28.53,0.426828615098222,2014,2
-16,50,29.3176984126984,0.437179103878957,2014,2
-16,52,29.43821875,0.143749392683327,2014,2
-16,54,29.061609375,0.113286211098262,2014,2
-16,56,28.905390625,0.127719014157568,2014,2
-16,58,28.834703125,0.121518916116819,2014,2
-16,60,28.753765625,0.161981161180493,2014,2
-16,62,28.7936875,0.214164665545589,2014,2
-16,64,28.95403125,0.228051857702557,2014,2
-16,66,29.032609375,0.136684623348498,2014,2
-16,68,28.6631875,0.146602894685469,2014,2
-16,70,28.60446875,0.0898372370827748,2014,2
-16,72,28.6084375,0.136385177591506,2014,2
-16,74,28.518671875,0.21234862430458,2014,2
-16,76,28.582921875,0.17650597406028,2014,2
-16,78,28.805640625,0.125158105367914,2014,2
-16,80,28.645859375,0.292005374335599,2014,2
-16,82,28.511859375,0.216920574096303,2014,2
-16,84,28.529109375,0.0552751033791109,2014,2
-16,86,28.50475,0.125402320295455,2014,2
-14,40,28.8237291666667,0.179786722296682,2014,2
-14,42,28.540390625,0.191956891422742,2014,2
-14,44,28.62896875,0.211640153476348,2014,2
-14,46,28.638328125,0.212006967142742,2014,2
-14,48,28.6727111111111,0.258549504862505,2014,2
-14,50,29.03121875,0.269572823082084,2014,2
-14,52,29.14246875,0.134734891811396,2014,2
-14,54,28.8179375,0.112854854809034,2014,2
-14,56,28.917921875,0.122851220470257,2014,2
-14,58,28.932578125,0.0893350754427682,2014,2
-14,60,29.017703125,0.120338105654938,2014,2
-14,62,29.15509375,0.153467613950781,2014,2
-14,64,29.282703125,0.114526725194297,2014,2
-14,66,29.45703125,0.196140132020168,2014,2
-14,68,29.044421875,0.228728146995892,2014,2
-14,70,28.8583125,0.238568540282868,2014,2
-14,72,29.053390625,0.224771532484601,2014,2
-14,74,29.252984375,0.235148348460562,2014,2
-14,76,29.097828125,0.254268047208746,2014,2
-14,78,28.674515625,0.100725147344343,2014,2
-14,80,28.8304375,0.154110646192407,2014,2
-14,82,28.861296875,0.171270572133593,2014,2
-14,84,28.857921875,0.170760884027604,2014,2
-14,86,28.7453125,0.180686047000439,2014,2
-12,38,29.574,0.19233304448274,2014,2
-12,40,28.708,0.223779682173887,2014,2
-12,42,28.516609375,0.159711010562332,2014,2
-12,44,28.350765625,0.208857492403161,2014,2
-12,46,28.500078125,0.190498785955178,2014,2
-12,48,28.640953125,0.258260876455455,2014,2
-12,50,28.868890625,0.119756647055138,2014,2
-12,52,28.998578125,0.171658372863681,2014,2
-12,54,28.697734375,0.108198559710436,2014,2
-12,56,28.708640625,0.170304523440703,2014,2
-12,58,28.490296875,0.292752871548006,2014,2
-12,60,28.787765625,0.149150051448943,2014,2
-12,62,28.79809375,0.12947828386283,2014,2
-12,64,29.085015625,0.209006454839755,2014,2
-12,66,29.26096875,0.238520570391738,2014,2
-12,68,29.0974375,0.243060765477042,2014,2
-12,70,29.06378125,0.181619650425374,2014,2
-12,72,29.697078125,0.254987849364264,2014,2
-12,74,30.042828125,0.327923411242432,2014,2
-12,76,30.037078125,0.512239691683602,2014,2
-12,78,29.001796875,0.392155507690893,2014,2
-12,80,28.756203125,0.187404763511776,2014,2
-12,82,28.919578125,0.112317832007677,2014,2
-12,84,29.112296875,0.115539958000863,2014,2
-12,86,29.09625,0.134793749256817,2014,2
-10,38,28.70425,0.0647119993288941,2014,2
-10,40,28.89640625,0.123203627903449,2014,2
-10,42,28.750625,0.155611798222473,2014,2
-10,44,28.99309375,0.212606478925155,2014,2
-10,46,28.86340625,0.203627166206919,2014,2
-10,48,28.880375,0.134580653813809,2014,2
-10,50,28.8745625,0.150503902285538,2014,2
-10,52,28.783453125,0.201233255613188,2014,2
-10,54,28.693546875,0.124861819457884,2014,2
-10,56,28.51284375,0.283994646649187,2014,2
-10,58,28.05115625,0.237888877536457,2014,2
-10,60,28.304,0.165559081671195,2014,2
-10,62,28.312578125,0.145697643506725,2014,2
-10,64,28.45453125,0.225145100919949,2014,2
-10,66,28.70690625,0.147184660901746,2014,2
-10,68,28.5318125,0.192886501292735,2014,2
-10,70,28.83046875,0.288164413428631,2014,2
-10,72,29.666625,0.278149183450119,2014,2
-10,74,30.246734375,0.376830400240791,2014,2
-10,76,29.999078125,0.648612690571987,2014,2
-10,78,29.240796875,0.364469049775214,2014,2
-10,80,29.033234375,0.127855665422208,2014,2
-10,82,29.21909375,0.138727747393322,2014,2
-10,84,29.116734375,0.105102405419667,2014,2
-10,86,29.01040625,0.0827408934176346,2014,2
-8,38,28.80925,0.0868656598267852,2014,2
-8,40,29.100171875,0.162515010753586,2014,2
-8,42,29.111328125,0.194275295971979,2014,2
-8,44,29.279625,0.2303407069318,2014,2
-8,46,29.084703125,0.304902882257822,2014,2
-8,48,28.746765625,0.124124328631954,2014,2
-8,50,28.415703125,0.155385304987159,2014,2
-8,52,28.3755,0.141264695822113,2014,2
-8,54,28.848,0.160930330977636,2014,2
-8,56,28.666484375,0.244819401670954,2014,2
-8,58,28.4535,0.197744423797125,2014,2
-8,60,28.77021875,0.193314651704138,2014,2
-8,62,28.305203125,0.303810831896068,2014,2
-8,64,28.157984375,0.206559380154381,2014,2
-8,66,28.941015625,0.227594563788923,2014,2
-8,68,29.1313125,0.277482725045025,2014,2
-8,70,29.0714375,0.183413478153199,2014,2
-8,72,29.109578125,0.226658459563429,2014,2
-8,74,29.026390625,0.250775977760681,2014,2
-8,76,28.526421875,0.253708732178714,2014,2
-8,78,28.493140625,0.207237220655461,2014,2
-8,80,28.95884375,0.16425070063391,2014,2
