"lat_grid","lon_grid","SSCImean","SSCIsd","year","month"
-20,38,0.917257610946165,0.14338350238368,2014,1
-20,40,0.55703248450683,0.222556356945634,2014,1
-20,42,0.264912171928432,0.156834711105741,2014,1
-20,48,0.258804954778758,0.0976117697480079,2014,1
-20,50,0.0618915543712788,0.0471087684084347,2014,1
-20,52,0.150008939942635,0.0708829067968728,2014,1
-20,54,0.170919079817705,0.0505493255686762,2014,1
-20,56,0.115081304995238,0.0459369262803514,2014,1
-20,58,0.117240742060038,0.051169177490364,2014,1
-20,60,0.0865129348331312,0.0397797058453012,2014,1
-20,62,0.117381352408769,0.0600303572446594,2014,1
-20,64,0.126409704907557,0.0533491845985493,2014,1
-20,66,0.0916985934748872,0.0448134668503969,2014,1
-20,68,0.0986913567673142,0.0796870894686776,2014,1
-20,70,0.10031985921608,0.056196827312498,2014,1
-20,72,0.172405387173796,0.0689757811534634,2014,1
-20,74,0.170248109034799,0.0559979035442055,2014,1
-20,76,0.100279572524929,0.0525197573390352,2014,1
-20,78,0.199008544695643,0.0598090008674195,2014,1
-20,80,0.111193422131093,0.0762910533756739,2014,1
-20,82,0.129146986226405,0.0720124086212957,2014,1
-20,84,0.142503251565301,0.0651605697759611,2014,1
-20,86,0.249480350495563,0.0583876784757867,2014,1
-18,38,0.883305380612973,0.0503811048431111,2014,1
-18,40,0.496836529163936,0.208678618850114,2014,1
-18,42,0.154075592026252,0.129144690665988,2014,1
-18,44,0.0695844810284592,NA,2014,1
-18,48,0.143797528038431,0.0375952975125195,2014,1
-18,50,0.129933052274659,0.039556749646129,2014,1
-18,52,0.171238879296559,0.0605150850804523,2014,1
-18,54,0.133557885842081,0.030472374239054,2014,1
-18,56,0.0819785569253578,0.0513453970184521,2014,1
-18,58,0.0991711041607611,0.0570677534345604,2014,1
-18,60,0.0961567840721778,0.0376620022652154,2014,1
-18,62,0.0723416625017608,0.0349050338514593,2014,1
-18,64,0.071616046964906,0.0380928432006121,2014,1
-18,66,0.223066797167194,0.0879884602914041,2014,1
-18,68,0.230778541617386,0.100736410927503,2014,1
-18,70,0.187552538919408,0.0484322287542519,2014,1
-18,72,0.0984234289868353,0.0420985299472441,2014,1
-18,74,0.0926328443054018,0.0426106391769013,2014,1
-18,76,0.0704688986506239,0.0322902503025682,2014,1
-18,78,0.16238030710164,0.105430537984182,2014,1
-18,80,0.171366829270672,0.101179255421809,2014,1
-18,82,0.0854529638909521,0.0637182067105969,2014,1
-18,84,0.155735560730348,0.0636571730563646,2014,1
-18,86,0.120311406888849,0.047577879082488,2014,1
-16,40,0.415164660294765,0.268791996416738,2014,1
-16,42,0.148803266793959,0.0814803139777528,2014,1
-16,44,0.133080383467437,0.0602673205620309,2014,1
-16,46,0.0932019344539704,0.0473902175871356,2014,1
-16,50,0.0880796762255362,0.0341449400331188,2014,1
-16,52,0.11002398516344,0.0504382778680123,2014,1
-16,54,0.138678221476068,0.0393213171409442,2014,1
-16,56,0.136654177459755,0.0582259815048846,2014,1
-16,58,0.116044229922972,0.0709460055031121,2014,1
-16,60,0.10962282514305,0.0589632004270728,2014,1
-16,62,0.163139915421773,0.0447652699415673,2014,1
-16,64,0.176124319389391,0.0503461578830619,2014,1
-16,66,0.125063712562093,0.0592829292610991,2014,1
-16,68,0.129310214370614,0.0777882332272895,2014,1
-16,70,0.0996572764349482,0.0350942821346382,2014,1
-16,72,0.0898006248529481,0.0248360521571074,2014,1
-16,74,0.0734750289898833,0.046582387733122,2014,1
-16,76,0.0804969802822621,0.0455729163840282,2014,1
-16,78,0.0864793215791496,0.0400281496404959,2014,1
-16,80,0.136637437830248,0.0493935406939339,2014,1
-16,82,0.187331175147894,0.0838886234727255,2014,1
-16,84,0.172666165939351,0.0946349115877965,2014,1
-16,86,0.116043457870549,0.0368016954089991,2014,1
-14,40,0.235472083911147,0.107298029241252,2014,1
-14,42,0.108137268847932,0.0395049728239562,2014,1
-14,44,0.162360063707947,0.066831895134191,2014,1
-14,46,0.147007301974858,0.0736946562417622,2014,1
-14,48,0.192849369100559,0.228166282315624,2014,1
-14,50,0.24192738398455,0.125656492503823,2014,1
-14,52,0.257798585024916,0.0886199242875163,2014,1
-14,54,0.237379668238539,0.0509511373216865,2014,1
-14,56,0.203059575380939,0.0401692384379613,2014,1
-14,58,0.2782381678902,0.0954089280257727,2014,1
-14,60,0.271777686939873,0.100088523391315,2014,1
-14,62,0.179863408943628,0.0542363820788737,2014,1
-14,64,0.111515103804527,0.0946641032434449,2014,1
-14,66,0.123094366236067,0.0604719176672353,2014,1
-14,68,0.0921200835196881,0.0191663451686677,2014,1
-14,70,0.0848275939449339,0.0248490284543428,2014,1
-14,72,0.0768101275222409,0.0355541339638884,2014,1
-14,74,0.0855963326856612,0.0506928411665757,2014,1
-14,76,0.117789287096871,0.0615879505445481,2014,1
-14,78,0.113955492712065,0.04276705518289,2014,1
-14,80,0.115241071102667,0.0421662834522463,2014,1
-14,82,0.0683653277323579,0.028370464660698,2014,1
-14,84,0.116845485278672,0.0520232677612917,2014,1
-14,86,0.209480624321323,0.0628245835092298,2014,1
-12,40,0.132149107295237,0.0342312543897951,2014,1
-12,42,0.190814016714415,0.0418403514196586,2014,1
-12,44,0.273942809969923,0.103361425273578,2014,1
-12,46,0.369986090596613,0.140601809521322,2014,1
-12,48,0.413973733791013,0.120274710104222,2014,1
-12,50,0.331401433390652,0.0536281666965633,2014,1
-12,52,0.303840054596186,0.0324460867283972,2014,1
-12,54,0.273947526001746,0.0681841800579996,2014,1
-12,56,0.222656098713023,0.0314543633073284,2014,1
-12,58,0.214558897947879,0.11975614614105,2014,1
-12,60,0.140934040107765,0.115382811138345,2014,1
-12,62,0.170118376387546,0.0386137225745332,2014,1
-12,64,0.184841044646592,0.0688176156035117,2014,1
-12,66,0.199648235729995,0.0798487902397775,2014,1
-12,68,0.167316017354817,0.0780911577151512,2014,1
-12,70,0.13797884043068,0.0616428182943364,2014,1
-12,72,0.17295181408856,0.0333690000189009,2014,1
-12,74,0.166843895209343,0.0729158393322232,2014,1
-12,76,0.151096609335346,0.0822816627367045,2014,1
-12,78,0.123165997873908,0.0502352822850608,2014,1
-12,80,0.120265517566932,0.0638061471635423,2014,1
-12,82,0.160667931037353,0.0309893017677402,2014,1
-12,84,0.156011189909922,0.0386673956961176,2014,1
-12,86,0.14367635742417,0.066622271330508,2014,1
-10,38,0.135243194788835,0.0377408401833572,2014,1
-10,40,0.135907866226871,0.0454391243868151,2014,1
-10,42,0.240776401604265,0.0609701154420541,2014,1
-10,44,0.298354824556225,0.0417012265240747,2014,1
-10,46,0.215890295962794,0.0533872238122998,2014,1
-10,48,0.148484023858649,0.0536599608587169,2014,1
-10,50,0.117544476091887,0.0497423445459032,2014,1
-10,52,0.160827643093022,0.0323941572963293,2014,1
-10,54,0.18707176748517,0.0443737452473373,2014,1
-10,56,0.203962966612776,0.0264928645778365,2014,1
-10,58,0.17996479303383,0.0532548662610819,2014,1
-10,60,0.232979436501276,0.0370836160980295,2014,1
-10,62,0.226753896606162,0.043226958066313,2014,1
-10,64,0.196347346526463,0.0589609837054097,2014,1
-10,66,0.196269058810022,0.0657769462491007,2014,1
-10,68,0.285065917325939,0.0518939788940502,2014,1
