"lat_grid","lon_grid","micronec_epi","micronec_episd","year","month"
-20,40,0.754380166310296,NA,2014,1
-20,42,0.906678694593813,NA,2014,1
-20,48,0.475850711141844,NA,2014,1
-20,50,0.71559459427839,NA,2014,1
-20,52,0.779703082687031,NA,2014,1
-20,54,0.769730632039307,NA,2014,1
-20,56,0.736794064502191,NA,2014,1
-20,58,0.752129304672343,NA,2014,1
-20,60,0.794105432714999,NA,2014,1
-20,62,0.736606223076684,NA,2014,1
-20,64,0.721469190512767,NA,2014,1
-20,66,0.774392120496747,NA,2014,1
-20,68,0.711069260867426,NA,2014,1
-20,70,0.692873122244005,NA,2014,1
-20,72,0.644659731126521,NA,2014,1
-20,74,0.637947330925627,NA,2014,1
-20,76,0.696356536813855,NA,2014,1
-20,78,0.732497455929423,NA,2014,1
-20,80,0.77948337928876,NA,2014,1
-20,82,0.801073967085277,NA,2014,1
-20,84,0.809464630093359,NA,2014,1
-20,86,0.84012394486576,NA,2014,1
-18,40,0.798033025856533,NA,2014,1
-18,42,0.928878592289999,NA,2014,1
-18,48,0.562492565238231,NA,2014,1
-18,50,0.630002685676831,NA,2014,1
-18,52,0.774765026765645,NA,2014,1
-18,54,0.731540878603776,NA,2014,1
-18,56,0.636618151526404,NA,2014,1
-18,58,0.678331962696332,NA,2014,1
-18,60,0.759504649962283,NA,2014,1
-18,62,0.728377805051384,NA,2014,1
-18,64,0.694560432980191,NA,2014,1
-18,66,0.704194082357791,NA,2014,1
-18,68,0.679601709445184,NA,2014,1
-18,70,0.771145443562218,NA,2014,1
-18,72,0.816664581994883,NA,2014,1
-18,74,0.720909927798081,NA,2014,1
-18,76,0.726953253627331,NA,2014,1
-18,78,0.716792225777622,NA,2014,1
-18,80,0.814190695552977,NA,2014,1
-18,82,0.807020519446168,NA,2014,1
-18,84,0.759167505087711,NA,2014,1
-18,86,0.738899221183151,NA,2014,1
-16,40,0.733122719308505,NA,2014,1
-16,42,0.765396594711471,NA,2014,1
-16,44,0.715630005493133,NA,2014,1
-16,46,0.735840538536669,NA,2014,1
-16,50,0.705468220999798,NA,2014,1
-16,52,0.793283156115949,NA,2014,1
-16,54,0.706363861480775,NA,2014,1
-16,56,0.661578775700649,NA,2014,1
-16,58,0.639007689227795,NA,2014,1
-16,60,0.70311029833078,NA,2014,1
-16,62,0.661091397579853,NA,2014,1
-16,64,0.624977393179304,NA,2014,1
-16,66,0.671883399441411,NA,2014,1
-16,68,0.69557452164123,NA,2014,1
-16,70,0.795331417900046,NA,2014,1
-16,72,0.783258271737418,NA,2014,1
-16,74,0.756337962346986,NA,2014,1
-16,76,0.758462075070615,NA,2014,1
-16,78,0.783528194519087,NA,2014,1
-16,80,0.811542932030922,NA,2014,1
-16,82,0.740550546476277,NA,2014,1
-16,84,0.695102446125053,NA,2014,1
-16,86,0.693726798699748,NA,2014,1
-14,40,0.918253779905732,NA,2014,1
-14,42,0.920596764447446,NA,2014,1
-14,44,0.809029109817032,NA,2014,1
-14,46,0.807245958992129,NA,2014,1
-14,48,0.618388870952044,NA,2014,1
-14,50,0.660204277880307,NA,2014,1
-14,52,0.673072135439777,NA,2014,1
-14,54,0.653046643479951,NA,2014,1
-14,56,0.627940273753578,NA,2014,1
-14,58,0.677418087755988,NA,2014,1
-14,60,0.791246275231826,NA,2014,1
-14,62,0.765492146691194,NA,2014,1
-14,64,0.682059583895069,NA,2014,1
-14,66,0.730740859510384,NA,2014,1
-14,68,0.792379899861752,NA,2014,1
-14,70,0.817219113744128,NA,2014,1
-14,72,0.841279652373578,NA,2014,1
-14,74,0.808864360040982,NA,2014,1
-14,76,0.822669629701897,NA,2014,1
-14,78,0.793972197509501,NA,2014,1
-14,80,0.79510979384758,NA,2014,1
-14,82,0.763269290958922,NA,2014,1
-14,84,0.702855721990641,NA,2014,1
-14,86,0.711737294511129,NA,2014,1
-12,40,1.07749119145669,NA,2014,1
-12,42,0.818158318194641,NA,2014,1
-12,44,0.739397201922432,NA,2014,1
-12,46,0.818524296408011,NA,2014,1
-12,48,0.795074540402806,NA,2014,1
-12,50,0.809441850321776,NA,2014,1
-12,52,0.780997665799273,NA,2014,1
-12,54,0.64599419694968,NA,2014,1
-12,56,0.54816298353137,NA,2014,1
-12,58,0.377723743505296,NA,2014,1
-12,60,0.762887531833258,NA,2014,1
-12,62,0.847533744493229,NA,2014,1
-12,64,0.703312161498733,NA,2014,1
-12,66,0.837519529402443,NA,2014,1
-12,68,0.903357585471484,NA,2014,1
-12,70,0.826399826184316,NA,2014,1
-12,72,0.825694882714834,NA,2014,1
-12,74,0.79711431566973,NA,2014,1
-12,76,0.773182051573416,NA,2014,1
-12,78,0.742216967977583,NA,2014,1
-12,80,0.691918972639307,NA,2014,1
-12,82,0.639544795253932,NA,2014,1
-12,84,0.624169715780324,NA,2014,1
-12,86,0.621648809842525,NA,2014,1
-10,40,0.992375045988081,NA,2014,1
-10,42,0.902829933384146,NA,2014,1
-10,44,0.936972436912385,NA,2014,1
-10,46,0.887939684977659,NA,2014,1
-10,48,0.988097104504304,NA,2014,1
-10,50,1.03471796711229,NA,2014,1
-10,52,1.01332521808457,NA,2014,1
-10,54,0.959682688085316,NA,2014,1
-10,56,0.824882576035129,NA,2014,1
-10,58,1.04522593014288,NA,2014,1
-10,60,0.957975973104094,NA,2014,1
-10,62,0.741841730986467,NA,2014,1
-10,64,0.671161783305014,NA,2014,1
-10,66,0.816402615687232,NA,2014,1
-10,68,0.778349089054024,NA,2014,1
-10,70,0.657655334953339,NA,2014,1
-10,72,0.63440099708055,NA,2014,1
-10,74,0.631445613072177,NA,2014,1
-10,76,0.636656274091065,NA,2014,1
-10,78,0.609748478478161,NA,2014,1
-10,80,0.565301910832217,NA,2014,1
-10,82,0.527876188699824,NA,2014,1
-10,84,0.537388308300874,NA,2014,1
-10,86,0.550580119974511,NA,2014,1
-8,40,0.979908811959929,NA,2014,1
-8,42,0.986575768916704,NA,2014,1
-8,44,1.03489382209517,NA,2014,1
-8,46,0.993211221213596,NA,2014,1
-8,48,0.981657720992081,NA,2014,1
-8,50,0.919070618040192,NA,2014,1
-8,52,0.986269187341919,NA,2014,1
-8,54,1.11321255479235,NA,2014,1
-8,56,0.994925771217234,NA,2014,1
-8,58,0.73966065853981,NA,2014,1
-8,60,0.811771679035385,NA,2014,1
-8,62,0.902583863145562,NA,2014,1
-8,64,0.728630148146408,NA,2014,1
-8,66,0.910695205415903,NA,2014,1
-8,68,0.827827951268336,NA,2014,1
-8,70,0.665567965858787,NA,2014,1
-8,72,0.63603110045114,NA,2014,1
-8,74,0.647782234458326,NA,2014,1
-8,76,0.607369301904086,NA,2014,1
-8,78,0.531455783465523,NA,2014,1
-8,80,0.450518396110558,NA,2014,1
-8,82,0.460011322892481,NA,2014,1
-8,84,0.471615754221449,NA,2014,1
-8,86,0.474878583143475,NA,2014,1
-6,40,0.967497066631379,NA,2014,1
-6,42,1.05994914930087,NA,2014,1
-6,44,1.06121438794092,NA,2014,1
-6,46,1.12309393821131,NA,2014,1
-6,48,1.09673835791474,NA,2014,1
-6,50,0.994227552773117,NA,2014,1
-6,52,1.0671757639901,NA,2014,1
-6,54,1.12405638881709,NA,2014,1
-6,56,0.914038750568123,NA,2014,1
-6,58,0.768288891318531,NA,2014,1
-6,60,0.789634484951268,NA,2014,1
-6,62,0.824996677517731,NA,2014,1
-6,64,0.907503570313148,NA,2014,1
-6,66,0.971264902662526,NA,2014,1
-6,68,0.79559890997319,NA,2014,1
-6,70,0.664258587683527,NA,2014,1
-6,72,0.618246031840916,NA,2014,1
-6,74,0.625412822600895,NA,2014,1
-6,76,0.568308542824707,NA,2014,1
-6,78,0.569497608112365,NA,2014,1
-6,80,0.554920079026331,NA,2014,1
-6,82,0.566817361367432,NA,2014,1
-6,84,0.587435600142525,NA,2014,1
-6,86,0.589853352316285,NA,2014,1
-4,40,0.936905563258657,NA,2014,1
-4,42,0.639717311950527,NA,2014,1
-4,44,0.76735216524205,NA,2014,1
-4,46,0.986099077181684,NA,2014,1
-4,48,0.876127437468097,NA,2014,1
-4,50,0.932172382821239,NA,2014,1
-4,52,0.928903895203278,NA,2014,1
-4,54,0.874645229517257,NA,2014,1
-4,56,0.770592478478468,NA,2014,1
-4,58,0.747362488256534,NA,2014,1
-4,60,0.666886125681221,NA,2014,1
-4,62,0.719948442362409,NA,2014,1
-4,64,0.775905125547454,NA,2014,1
-4,66,0.808491908110625,NA,2014,1
-4,68,0.694600409983347,NA,2014,1
-4,70,0.549292014088936,NA,2014,1
-4,72,0.48348004925215,NA,2014,1
-4,74,0.511113720226659,NA,2014,1
-4,76,0.516221488099946,NA,2014,1
-4,78,0.561351934137444,NA,2014,1
-4,80,0.615079897881476,NA,2014,1
-4,82,0.645994506145437,NA,2014,1
-4,84,0.590279095846238,NA,2014,1
-4,86,0.552267602614818,NA,2014,1
-2,40,0.780124714692039,NA,2014,1
-2,42,0.558149151604142,NA,2014,1
-2,44,0.632381777370041,NA,2014,1
-2,46,0.737899050952726,NA,2014,1
-2,48,0.731405527626355,NA,2014,1
-2,50,0.787618378163933,NA,2014,1
-2,52,0.821346728194598,NA,2014,1
-2,54,0.886158982572216,NA,2014,1
-2,56,0.824259812798431,NA,2014,1
-2,58,0.735931352098008,NA,2014,1
-2,60,0.663544119245583,NA,2014,1
-2,62,0.604082185049011,NA,2014,1
-2,64,0.528950541902761,NA,2014,1
-2,66,0.549353429017835,NA,2014,1
-2,68,0.519649598567236,NA,2014,1
-2,70,0.488750036124901,NA,2014,1
-2,72,0.446135894573098,NA,2014,1
-2,74,0.419243944797157,NA,2014,1
-2,76,0.367696492790869,NA,2014,1
-2,78,0.364010138420462,NA,2014,1
-2,80,0.398937677859419,NA,2014,1
-2,82,0.443328851665367,NA,2014,1
-2,84,0.471556380955255,NA,2014,1
-2,86,0.466207513165089,NA,2014,1
0,42,0.690488092280844,NA,2014,1
0,44,0.749314884057232,NA,2014,1
0,46,0.779053384319655,NA,2014,1
0,48,0.713740929856055,NA,2014,1
0,50,0.673607522725231,NA,2014,1
0,52,0.6642781269326,NA,2014,1
0,54,0.758558399548026,NA,2014,1
0,56,0.604749271371421,NA,2014,1
0,58,0.617904717057583,NA,2014,1
0,60,0.561987180584928,NA,2014,1
0,62,0.551335285504525,NA,2014,1
0,64,0.506142826901088,NA,2014,1
0,66,0.531418992077938,NA,2014,1
0,68,0.508229106040438,NA,2014,1
0,70,0.442861875385633,NA,2014,1
0,72,0.551051691594291,NA,2014,1
0,74,0.449818682084094,NA,2014,1
0,76,0.374272385450234,NA,2014,1
0,78,0.355179600844887,NA,2014,1
0,80,0.405979624759125,NA,2014,1
0,82,0.464361909853702,NA,2014,1
0,84,0.517588848578593,NA,2014,1
0,86,0.524800839643645,NA,2014,1
2,44,0.629730039386339,NA,2014,1
2,46,0.721173390488945,NA,2014,1
2,48,0.823521550212349,NA,2014,1
2,50,0.784620771301396,NA,2014,1
2,52,0.844526544597173,NA,2014,1
2,54,0.887404408244129,NA,2014,1
2,56,0.806482658107301,NA,2014,1
2,58,0.730656849479096,NA,2014,1
2,60,0.632977532446518,NA,2014,1
2,62,0.546612373828608,NA,2014,1
2,64,0.50727723976664,NA,2014,1
2,66,0.531696814105689,NA,2014,1
2,68,0.557812033394705,NA,2014,1
2,70,0.474979769708472,NA,2014,1
2,72,0.837364537499015,NA,2014,1
2,74,0.63990296491365,NA,2014,1
2,76,0.592587167273633,NA,2014,1
2,78,0.648750768588876,NA,2014,1
2,80,0.638866996285789,NA,2014,1
2,82,0.624968807800509,NA,2014,1
2,84,0.579076456650424,NA,2014,1
2,86,0.542350069209132,NA,2014,1
4,46,0.684476999185419,NA,2014,1
4,48,0.874776287532254,NA,2014,1
4,50,0.812757619025727,NA,2014,1
4,52,0.988463413604538,NA,2014,1
4,54,1.11317112614604,NA,2014,1
4,56,0.913529296252062,NA,2014,1
4,58,0.825630553113464,NA,2014,1
4,60,0.792100564735244,NA,2014,1
4,62,0.736914034637432,NA,2014,1
4,64,0.689426492008391,NA,2014,1
4,66,0.646037416746272,NA,2014,1
4,68,0.653644579784831,NA,2014,1
4,70,0.567226573337106,NA,2014,1
4,72,0.963078336867746,NA,2014,1
4,74,0.718580752804769,NA,2014,1
4,76,0.683716184431253,NA,2014,1
4,78,0.666484001012499,NA,2014,1
4,80,0.71222709545104,NA,2014,1
4,82,0.721863002149141,NA,2014,1
4,84,0.691633997913984,NA,2014,1
4,86,0.66332813216153,NA,2014,1
6,48,0.95510371876532,NA,2014,1
6,50,0.814976756123773,NA,2014,1
6,52,0.818818042358537,NA,2014,1
6,54,0.974530507973979,NA,2014,1
6,56,0.933949013561091,NA,2014,1
6,58,0.870441956185205,NA,2014,1
6,60,0.858384286560866,NA,2014,1
6,62,0.911777945662645,NA,2014,1
6,64,0.90428719800433,NA,2014,1
6,66,0.714461829716934,NA,2014,1
6,68,0.696677103939076,NA,2014,1
6,70,0.679783158357285,NA,2014,1
6,72,0.720440878397564,NA,2014,1
6,74,0.814555017574687,NA,2014,1
6,76,0.70709632045716,NA,2014,1
6,78,0.78179126975093,NA,2014,1
6,80,0.852201890433649,NA,2014,1
6,82,0.757071066931941,NA,2014,1
6,84,0.75027111765518,NA,2014,1
6,86,0.727900420385663,NA,2014,1
8,50,1.18091654932198,NA,2014,1
8,52,1.01266193049743,NA,2014,1
8,54,1.07874219915679,NA,2014,1
8,56,0.918851280818597,NA,2014,1
8,58,0.87043779280277,NA,2014,1
8,60,0.818776226549086,NA,2014,1
8,62,0.919029758365217,NA,2014,1
8,64,0.911891969471609,NA,2014,1
8,66,0.904673739646872,NA,2014,1
8,68,0.81655925311028,NA,2014,1
